,document_id,id,owner,asset,transactiontype,date,notif_date,amount,capgains,assettype,ticker
0,,,,,,,,,,,
1,20017470,,,"nextera energy, inc. (nee) [st] filing status: new",p,09/25/2020,,"$15,001 - $50,000",,st,nee
2,20017201,,,starbucks corporation (sbux) [st] filing status: new subholding of: schwab ira,s,07/29/2020,,"$1,001 - $15,000",,st,sbux
3,20017133,,,starbucks corporation (sbux) [st] filing status: new subholding of: schwab ira,s,07/29/2020,,"$1,001 - $15,000",,st,sbux
4,20016985,,,alphabet inc. - class a (googl) [st] filing status: new,p,02/28/2020,,"$1,001 - $15,000",,st,googl
5,20016985,,,royal dutch shell plc royal dutch shell plc american depositary shares (rds.b) [st],s,02/21/2020,,"$15,001 - $50,000",,st,rds.b
6,20016985,,,south state corporation (ssb) [st] filing status: new,s,02/21/2020,,"$50,001 - $100,000",,st,ssb
7,20017843,,,patient access solutions inc. (paso) [st] filing status: new subholding of: schwab ira,p,11/24/2020,,"$1,001 - $15,000",,st,paso
8,20016417,,dc,walt disney company (dis) [st] filing status: new subholding of: charles schwab investment account - dc1,p,03/18/2020,,"$15,001 - $50,000",,st,dis
9,20016417,,dc,walt disney company (dis) [st],p,03/18/2020,,"$1,001 - $15,000",,st,dis
10,20016417,,dc,walt disney company (dis) [st] filing status: new subholding of: charles schwab investment account - dc3,p,03/18/2020,,"$1,001 - $15,000",,st,dis
11,20017164,,,chubb limited (cb) [st] filing status: new,p,07/02/2020,,"$15,001 - $50,000",,st,cb
12,20017164,,,"merck & company, inc. common stock (mrk) [st]",p,07/02/2020,,"$15,001 - $50,000",,st,mrk
13,20017164,,sp,starbucks corporation (sbux) [st] filing status: new,s,07/02/2020,,"$1,001 - $15,000",,st,sbux
14,20016981,,jt,starbucks corporation (sbux) [st] filing status: new,p,03/27/2020,,"$1,001 - $15,000",,st,sbux
15,20016981,,jt,starbucks corporation (sbux) [st],s,04/17/2020,,"$1,001 - $15,000",,st,sbux
16,20016981,,jt,starbucks corporation (sbux) [st] filing status: new,p,04/24/2020,,"$1,001 - $15,000",,st,sbux
17,20016981,,jt,starbucks corporation (sbux) [st],s,05/18/2020,,"$1,001 - $15,000",,st,sbux
18,20017471,,,ford motor company (f) [st] filing status: new subholding of: schwab ira,p,09/01/2020,,"$1,001 - $15,000",,st,f
19,20017471,,,ford motor company (f) [st],s,09/03/2020,,"$1,001 - $15,000",,st,f
20,20017471,,,kroger company (kr) [st] filing status: new subholding of: schwab ira,p,09/01/2020,,"$1,001 - $15,000",,st,kr
21,20017471,,,kroger company (kr) [st],s,09/01/2020,,"$1,001 - $15,000",,st,kr
22,20017471,,,kroger company (kr) [st] filing status: new subholding of: schwab ira,s,09/02/2020,,"$1,001 - $15,000",,st,kr
23,20017471,,,kroger company (kr) [st],p,09/03/2020,,"$1,001 - $15,000",,st,kr
24,20017471,,,patient access solutions inc. (paso) [st],s,09/02/2020,,"$1,001 - $15,000",,st,paso
25,20017471,,,patient access solutions inc. (paso) [st] filing status: new subholding of: schwab ira,p,09/01/2020,,"$1,001 - $15,000",,st,paso
26,20017471,,,patient access solutions inc. (paso) [st],s,09/01/2020,,"$1,001 - $15,000",,st,paso
27,20017471,,,patient access solutions inc. (paso) [st] filing status: new subholding of: schwab ira,p,09/03/2020,,"$1,001 - $15,000",,st,paso
28,20017471,,,patient access solutions inc. (paso) [st],s,09/09/2020,,"$1,001 - $15,000",,st,paso
29,20017471,,,patient access solutions inc. (paso) [st] filing status: new subholding of: schwab ira,p,09/11/2020,,"$1,001 - $15,000",,st,paso
30,20017359,,,ford motor company (f) [st] filing status: new subholding of: schwab ira,s,08/28/2020,,"$1,001 - $15,000",,st,f
31,20017359,,,ford motor company (f) [st],p,08/26/2020,,"$1,001 - $15,000",,st,f
32,20017359,,,kroger company (kr) [st] filing status: new subholding of: schwab ira,p,08/28/2020,,"$1,001 - $15,000",,st,kr
33,20017359,,,starbucks corporation (sbux) [st],s,08/25/2020,,"$1,001 - $15,000",,st,sbux
34,20017359,,,starbucks corporation (sbux) [st] filing status: new subholding of: schwab ira,p,08/19/2020,,"$1,001 - $15,000",,st,sbux
35,20016587,,jt,"cyrusone inc (cone) [st] filing status: amended subholding of: stocks, bonds, & mutual funds description: sale of 110 units cyrusone inc reit; $298 capital gains",s,02/18/2020,,"$1,001 - $15,000",,st,cone
36,20016587,,jt,daifuku co ltd ordinary shares (daiuf) [st],s,04/28/2020,,"$1,001 - $15,000",,st,daiuf
37,20016587,,jt,"microsoft corporation (msft) [st] filing status: amended subholding of: stocks, bonds, & mutual funds description: 25 units microsoft corp; $848 capital gain.",s,04/20/2020,,"$1,001 - $15,000",,st,msft
38,20016587,,jt,msci inc (msci) [st],s,04/28/2020,,"$1,001 - $15,000",,st,msci
39,20016587,,jt,"teladoc health, inc. (tdoc) [st] filing status: amended subholding of: stocks, bonds, & mutual funds description: 50 units teladoc health inc common; $8,770 capital gain",s,04/27/2020,,"$1,001 - $15,000",,st,tdoc
40,20016885,,jt,"asml holding n.v. - new york registry shares (asml) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 10 units asml holdingsnv",p,06/24/2020,,"$1,001 - $15,000",,st,asml
41,20016885,,jt,"flir systems, inc. (flir) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: sale of 150 units flir systems inc.",s,06/24/2020,,"$1,001 - $15,000",,st,flir
42,20016885,,jt,twin rivers ca v-a 06/01/41 [gs],s,06/01/2020,,"$15,001 - $50,000",,,
43,20016371,,jt,"citigroup, inc. (c) [st]",s,03/23/2020,,"$1,001 - $15,000",,st,c
44,20016371,,jt,"costco wholesale corporation (cost) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 20 units costco wholesalecorp",p,03/24/2020,,"$1,001 - $15,000",,st,cost
45,20016371,,jt,"flir systems, inc. (flir) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: sale of 150 units of flir sytems inc.",s,03/24/2020,,"$1,001 - $15,000",,st,flir
46,20016371,,jt,"goldman sachs group, inc. (gs) [st]",s,03/12/2020,,"$1,001 - $15,000",,st,gs
